,Geneid,Ctrl_1,Ctrl_2,Lhx2_HD_EnR_1,Lhx2_HD_EnR_2
572,ENSMUSG00000085391.1,4,3,13,7
573,ENSMUSG00000085280.1,0,0,3,1
574,ENSMUSG00000087131.7,2,1,4,3
575,ENSMUSG00000102984.1,1,0,0,1
576,ENSMUSG00000102541.1,2,0,6,3
577,ENSMUSG00000103531.1,0,0,0,0
578,ENSMUSG00000048814.10,5681,8097,5707,10017
579,ENSMUSG00000026080.13,2311,2630,2801,4156
580,ENSMUSG00000103647.1,1,2,1,1
581,ENSMUSG00000102447.1,0,0,0,0
582,ENSMUSG00000067604.8,0,0,0,0
583,ENSMUSG00000026078.10,1195,1462,1911,2412
584,ENSMUSG00000103046.1,133,129,241,222
585,ENSMUSG00000104188.1,0,0,0,0
586,ENSMUSG00000103182.1,1,0,0,0
587,ENSMUSG00000098833.1,0,0,0,0
588,ENSMUSG00000026077.15,369,284,290,537
589,ENSMUSG00000092553.1,0,0,0,0
590,ENSMUSG00000092563.1,0,0,1,4
591,ENSMUSG00000073702.11,7611,9317,13946,15996
592,ENSMUSG00000003134.10,1342,928,1762,2318
593,ENSMUSG00000102607.1,2,0,1,2
594,ENSMUSG00000065629.2,0,0,0,0
595,ENSMUSG00000104827.1,0,0,0,0
596,ENSMUSG00000003135.15,1052,1189,1938,2253
597,ENSMUSG00000085894.1,221,52,168,224
598,ENSMUSG00000077704.1,11,23,17,21
599,ENSMUSG00000048234.13,420,466,917,1006
600,ENSMUSG00000064936.1,1,0,4,1
601,ENSMUSG00000102471.1,1,5,5,2
602,ENSMUSG00000050967.5,79,169,124,198
603,ENSMUSG00000097083.1,3,2,1,0
604,ENSMUSG00000057173.8,3,2,4,7
605,ENSMUSG00000091937.3,0,0,0,0
606,ENSMUSG00000101634.6,0,1,3,1
607,ENSMUSG00000026074.14,21379,22630,36203,40046
608,ENSMUSG00000102985.1,7,10,7,26
609,ENSMUSG00000026073.13,0,6,10,10
610,ENSMUSG00000097899.2,10,18,19,24
611,ENSMUSG00000102975.1,0,0,0,0
612,ENSMUSG00000026072.12,16,61,59,81
613,ENSMUSG00000103560.1,0,0,1,1
614,ENSMUSG00000070942.8,17,39,76,92
615,ENSMUSG00000103230.1,1,0,3,3
616,ENSMUSG00000026069.15,0,2,3,3
617,ENSMUSG00000026070.15,0,5,2,2
618,ENSMUSG00000026068.11,1,4,19,10
619,ENSMUSG00000104441.1,0,0,0,0
620,ENSMUSG00000026065.8,1,2,2,3
621,ENSMUSG00000102676.1,0,0,0,0
622,ENSMUSG00000026062.12,26,37,9,32
623,ENSMUSG00000103679.1,0,1,0,0
624,ENSMUSG00000103270.1,4,6,7,10
625,ENSMUSG00000041945.12,87,82,92,189
626,ENSMUSG00000079588.3,3,5,0,5
627,ENSMUSG00000094136.2,0,0,0,0
628,ENSMUSG00000104072.1,0,0,0,0
629,ENSMUSG00000100185.1,0,0,0,0
630,ENSMUSG00000100832.1,673,463,3428,1713
631,ENSMUSG00000100178.1,1,0,0,0
632,ENSMUSG00000101877.1,0,0,0,0
633,ENSMUSG00000053640.2,9,4,36,13
634,ENSMUSG00000101919.1,0,0,0,0
635,ENSMUSG00000101299.2,550,384,547,763
636,ENSMUSG00000100180.1,0,0,3,3
637,ENSMUSG00000103106.1,2,0,2,0
638,ENSMUSG00000060424.14,3066,2084,6444,6786
639,ENSMUSG00000104199.1,36,11,100,71
640,ENSMUSG00000093436.6,129,99,180,235
641,ENSMUSG00000045515.3,20568,14464,39322,42843
642,ENSMUSG00000097063.3,315,212,832,667
643,ENSMUSG00000099784.1,23,17,14,42
644,ENSMUSG00000060679.14,842,915,1544,1635
645,ENSMUSG00000077448.1,0,1,0,3
646,ENSMUSG00000041907.9,846,840,1196,1690
647,ENSMUSG00000089088.1,0,0,0,0
648,ENSMUSG00000070939.9,2399,2667,3838,4792
649,ENSMUSG00000100269.1,0,0,0,2
650,ENSMUSG00000041878.3,16,14,22,27
651,ENSMUSG00000010290.7,1461,1586,2545,3103
652,ENSMUSG00000008136.14,203,145,385,864
653,ENSMUSG00000094497.1,427,484,668,818
654,ENSMUSG00000099576.1,0,0,0,1
655,ENSMUSG00000099694.1,0,0,0,0
656,ENSMUSG00000101923.1,1,0,0,6
657,ENSMUSG00000066877.11,2401,1941,4006,5663
658,ENSMUSG00000103422.1,1,0,3,0
659,ENSMUSG00000103945.1,88,48,240,206
660,ENSMUSG00000026051.8,17,68,51,28
661,ENSMUSG00000100764.1,2,1,9,6
662,ENSMUSG00000100635.1,3,5,4,8
663,ENSMUSG00000100480.1,2,3,9,18
664,ENSMUSG00000057363.12,616,776,1175,1391
665,ENSMUSG00000090243.1,6,4,5,3
666,ENSMUSG00000100701.1,8,22,24,32
667,ENSMUSG00000101395.1,0,0,0,0
668,ENSMUSG00000088848.1,0,0,0,0
669,ENSMUSG00000095757.1,0,0,0,0
670,ENSMUSG00000041763.14,2584,2998,4613,5397
671,ENSMUSG00000047343.4,27,56,41,56
672,ENSMUSG00000090106.1,0,1,0,0
673,ENSMUSG00000091844.1,7,5,6,12
674,ENSMUSG00000026049.11,161,174,328,323
675,ENSMUSG00000101104.6,0,0,0,0
676,ENSMUSG00000026047.13,410,524,815,779
677,ENSMUSG00000041684.11,1218,1456,2117,2513
678,ENSMUSG00000026048.16,1442,1387,2654,3135
679,ENSMUSG00000046828.3,0,0,0,0
680,ENSMUSG00000089703.1,0,0,0,2
681,ENSMUSG00000100966.1,0,0,0,1
682,ENSMUSG00000100769.1,1,1,1,0
683,ENSMUSG00000101567.1,2,1,5,3
684,ENSMUSG00000056870.9,44,237,233,140
685,ENSMUSG00000102319.1,0,0,0,0
686,ENSMUSG00000089877.1,0,0,0,1
687,ENSMUSG00000101701.1,0,0,1,0
688,ENSMUSG00000103071.1,0,0,0,0
689,ENSMUSG00000100434.1,0,0,0,0
690,ENSMUSG00000100013.1,0,1,0,1
691,ENSMUSG00000101251.1,0,0,0,0
692,ENSMUSG00000101937.1,1,2,1,3
693,ENSMUSG00000026043.18,113,7197,455,465
694,ENSMUSG00000105211.1,0,0,0,0
695,ENSMUSG00000026042.16,265,1960,725,644
696,ENSMUSG00000104476.1,0,0,0,0
697,ENSMUSG00000100218.1,0,0,0,0
698,ENSMUSG00000100361.1,0,1,5,2
699,ENSMUSG00000100894.1,0,0,0,0
700,ENSMUSG00000095121.1,0,0,0,0
701,ENSMUSG00000065255.1,0,0,0,0
702,ENSMUSG00000100843.1,0,0,0,0
703,ENSMUSG00000087764.1,0,0,0,0
704,ENSMUSG00000025995.16,1431,1572,2607,2824
705,ENSMUSG00000099850.1,0,0,1,1
706,ENSMUSG00000084817.3,11,29,26,38
707,ENSMUSG00000098549.1,3,8,13,20
708,ENSMUSG00000099381.1,0,0,0,2
709,ENSMUSG00000025993.10,238,571,409,709
710,ENSMUSG00000099946.1,0,0,1,0
711,ENSMUSG00000070896.2,2,4,10,9
712,ENSMUSG00000090682.4,0,4,3,2
713,ENSMUSG00000044457.8,0,0,0,0
714,ENSMUSG00000099432.1,1,1,2,3
715,ENSMUSG00000041144.10,130,88,229,195
716,ENSMUSG00000096047.1,0,0,0,0
717,ENSMUSG00000101262.1,59,64,99,132
718,ENSMUSG00000101337.6,25,34,37,61
719,ENSMUSG00000025986.6,3488,5164,5049,7405
720,ENSMUSG00000100213.1,94,109,123,136
721,ENSMUSG00000103129.1,0,0,0,0
722,ENSMUSG00000100160.1,5,9,6,9
723,ENSMUSG00000101921.1,0,3,1,1
724,ENSMUSG00000101447.1,0,0,0,0
725,ENSMUSG00000081185.1,11,13,11,21
726,ENSMUSG00000103246.1,1,0,0,0
727,ENSMUSG00000098876.1,0,0,0,0
728,ENSMUSG00000100530.1,0,0,0,0
729,ENSMUSG00000104067.1,0,0,0,0
730,ENSMUSG00000100033.1,112,150,224,292
731,ENSMUSG00000094968.1,0,0,0,1
732,ENSMUSG00000088017.1,0,0,0,0
733,ENSMUSG00000101996.1,0,0,0,0
734,ENSMUSG00000096973.1,0,0,0,0
735,ENSMUSG00000064943.1,0,0,0,0
736,ENSMUSG00000100866.1,0,0,0,0
737,ENSMUSG00000101721.1,0,0,0,0
738,ENSMUSG00000099376.1,0,0,0,0
739,ENSMUSG00000097883.1,0,0,0,0
740,ENSMUSG00000092790.1,0,0,0,0
741,ENSMUSG00000099698.1,0,0,0,0
742,ENSMUSG00000099454.1,0,0,0,0
743,ENSMUSG00000051616.14,0,0,0,0
744,ENSMUSG00000099627.1,0,1,1,1
745,ENSMUSG00000099577.1,0,0,0,0
746,ENSMUSG00000099882.1,0,0,0,0
747,ENSMUSG00000101760.1,0,0,0,0
748,ENSMUSG00000099608.1,0,0,1,0
749,ENSMUSG00000099864.1,0,0,0,0
750,ENSMUSG00000098249.1,0,0,0,0
751,ENSMUSG00000100451.1,0,0,0,0
752,ENSMUSG00000099941.1,0,0,0,0
753,ENSMUSG00000084531.1,0,0,0,0
754,ENSMUSG00000100816.1,0,0,0,0
755,ENSMUSG00000026109.14,492,1033,381,888
756,ENSMUSG00000100671.1,0,0,0,0
757,ENSMUSG00000092906.1,0,0,0,0
758,ENSMUSG00000101242.1,0,1,0,0
759,ENSMUSG00000099924.1,4,2,8,5
760,ENSMUSG00000099625.1,5,0,1,3
761,ENSMUSG00000101799.1,4,4,1,8
762,ENSMUSG00000045954.7,48,193,41,49
763,ENSMUSG00000099741.1,1,0,0,3
764,ENSMUSG00000101702.1,0,0,0,0
765,ENSMUSG00000026107.11,194,246,306,375
766,ENSMUSG00000099413.1,0,1,1,1
767,ENSMUSG00000103424.1,0,0,0,0
768,ENSMUSG00000101741.1,4,2,1,2
769,ENSMUSG00000018417.14,3090,3803,7083,7678
770,ENSMUSG00000101724.1,0,1,1,2
771,ENSMUSG00000100313.1,0,0,0,0
772,ENSMUSG00000100696.1,1,2,1,1
773,ENSMUSG00000099135.1,0,0,0,0
774,ENSMUSG00000072324.4,1,1,3,13
775,ENSMUSG00000062939.11,4,6,18,24
776,ENSMUSG00000101628.1,0,0,1,0
777,ENSMUSG00000078291.1,0,1,3,4
778,ENSMUSG00000109599.1,0,0,11,4
779,ENSMUSG00000026104.14,93,139,251,255
780,ENSMUSG00000099569.1,1,0,0,0
781,ENSMUSG00000026103.14,6127,7805,9551,10893
782,ENSMUSG00000099648.1,0,0,0,0
783,ENSMUSG00000065192.1,0,0,0,0
784,ENSMUSG00000002881.14,1275,1509,1819,1971
785,ENSMUSG00000097833.1,13,12,7,12
786,ENSMUSG00000101501.1,13,5,5,9
787,ENSMUSG00000100120.1,2,11,6,4
788,ENSMUSG00000099878.1,1,0,0,0
789,ENSMUSG00000100007.1,0,2,15,29
790,ENSMUSG00000043015.15,707,1081,1540,1408
791,ENSMUSG00000103630.1,9,7,13,13
792,ENSMUSG00000041439.15,1411,1895,1643,2418
793,ENSMUSG00000100302.1,0,0,1,0
794,ENSMUSG00000100230.1,0,0,0,0
795,ENSMUSG00000026102.9,843,923,1084,1475
796,ENSMUSG00000041426.12,274,335,555,656
797,ENSMUSG00000089802.1,0,0,0,1
798,ENSMUSG00000043629.12,79,106,56,84
799,ENSMUSG00000026100.6,7,18,27,18
800,ENSMUSG00000089334.1,0,0,0,0
801,ENSMUSG00000060715.9,2,1,9,3
802,ENSMUSG00000026098.13,139,190,318,294
803,ENSMUSG00000100763.1,0,0,0,0
804,ENSMUSG00000026097.9,222,437,484,481
805,ENSMUSG00000100679.1,0,1,0,1
806,ENSMUSG00000026096.14,296,315,589,603
807,ENSMUSG00000099913.1,9,5,21,29
808,ENSMUSG00000101838.6,7,12,19,16
809,ENSMUSG00000026095.15,140,144,258,274
810,ENSMUSG00000100267.1,0,0,0,0
811,ENSMUSG00000099450.1,0,0,0,0
812,ENSMUSG00000100069.1,2,3,3,4
813,ENSMUSG00000096141.2,233,279,160,218
814,ENSMUSG00000092657.1,0,0,0,0
815,ENSMUSG00000026094.14,64,109,210,99
816,ENSMUSG00000102405.1,0,0,0,0
817,ENSMUSG00000042807.15,1012,1240,936,1507
818,ENSMUSG00000098443.1,0,0,0,0
819,ENSMUSG00000087949.1,0,0,0,0
820,ENSMUSG00000102868.1,0,0,0,0
821,ENSMUSG00000094013.1,0,0,3,1
822,ENSMUSG00000025983.11,7,1,17,3
823,ENSMUSG00000041303.7,1076,1383,2120,2537
824,ENSMUSG00000109809.1,1,0,2,0
825,ENSMUSG00000073678.4,3784,4682,6221,6474
826,ENSMUSG00000104136.1,28,26,46,41
827,ENSMUSG00000101130.1,1,0,0,2
828,ENSMUSG00000052331.14,1776,2747,2443,3015
829,ENSMUSG00000101674.6,3,11,10,10
830,ENSMUSG00000102503.1,7,28,25,28
831,ENSMUSG00000089245.1,0,0,0,1
832,ENSMUSG00000102642.1,0,1,2,1
833,ENSMUSG00000025982.13,17188,19171,32191,32921
834,ENSMUSG00000103030.1,1,1,0,2
835,ENSMUSG00000025981.13,366,396,686,769
836,ENSMUSG00000101122.1,13,9,21,23
837,ENSMUSG00000025980.14,5947,7360,11406,13185
838,ENSMUSG00000073676.4,1275,1647,2465,2729
839,ENSMUSG00000100736.1,1,2,4,5
840,ENSMUSG00000089670.1,7,5,17,14
841,ENSMUSG00000025979.13,1827,2290,3064,3708
842,ENSMUSG00000061863.6,17,19,25,38
843,ENSMUSG00000025978.14,153,327,519,411
844,ENSMUSG00000097649.2,12,22,33,18
845,ENSMUSG00000046994.9,1412,1831,1969,2647
846,ENSMUSG00000025977.15,0,1,1,3
847,ENSMUSG00000100215.1,81,156,204,194
848,ENSMUSG00000101945.1,3,0,3,2
849,ENSMUSG00000101085.1,0,0,0,0
850,ENSMUSG00000038349.10,661,866,1109,1239
851,ENSMUSG00000102145.1,4,2,3,0
852,ENSMUSG00000100309.1,0,0,0,0
853,ENSMUSG00000102831.1,0,0,0,0
854,ENSMUSG00000099950.1,53,29,85,149
855,ENSMUSG00000102491.1,0,0,5,3
856,ENSMUSG00000100372.1,0,0,0,1
857,ENSMUSG00000100944.1,0,0,1,0
858,ENSMUSG00000101332.1,1,0,3,0
859,ENSMUSG00000045336.5,0,0,1,0
860,ENSMUSG00000038331.15,33468,21757,38108,57475
861,ENSMUSG00000087022.4,2707,1693,3903,5655
862,ENSMUSG00000104310.1,158,91,204,226
863,ENSMUSG00000094128.1,3,0,3,1
864,ENSMUSG00000099945.1,0,0,1,0
865,ENSMUSG00000101429.1,29,19,62,85
866,ENSMUSG00000101129.1,1,0,1,0
867,ENSMUSG00000097519.2,11,12,45,12
868,ENSMUSG00000038323.3,861,1087,1844,1902
869,ENSMUSG00000048495.16,269,357,381,457
870,ENSMUSG00000025971.6,401,457,728,781
871,ENSMUSG00000077776.1,0,0,0,0
872,ENSMUSG00000088353.1,0,0,0,0
873,ENSMUSG00000101826.1,0,0,0,0
874,ENSMUSG00000102685.1,0,0,0,0
875,ENSMUSG00000101151.1,0,0,0,0
876,ENSMUSG00000038305.14,242,638,384,552
877,ENSMUSG00000091283.1,2,0,1,0
878,ENSMUSG00000054770.16,903,1134,1658,1765
879,ENSMUSG00000026039.9,87,90,394,166
880,ENSMUSG00000063558.4,6,37,14,17
881,ENSMUSG00000064294.12,0,14,1,1
882,ENSMUSG00000089275.1,0,0,0,0
883,ENSMUSG00000038242.12,192,256,226,285
884,ENSMUSG00000089822.1,6,5,6,8
885,ENSMUSG00000079554.2,1,3,1,2
886,ENSMUSG00000103839.1,59,80,171,187
887,ENSMUSG00000051223.14,9431,12585,17775,22336
888,ENSMUSG00000026034.17,4901,5692,8404,8680
889,ENSMUSG00000026035.15,447,586,743,819
890,ENSMUSG00000026036.17,1301,1521,2243,2851
891,ENSMUSG00000026037.14,699,707,1652,1420
892,ENSMUSG00000094245.1,2,3,8,12
893,ENSMUSG00000085054.2,15,12,53,29
894,ENSMUSG00000038174.14,980,1206,1366,1909
895,ENSMUSG00000026032.8,655,859,1190,1497
896,ENSMUSG00000100202.1,0,0,0,0
897,ENSMUSG00000099490.1,0,0,0,0
898,ENSMUSG00000059647.5,1,4,1,4
899,ENSMUSG00000047528.13,1,0,5,4
900,ENSMUSG00000102059.1,11,16,63,56
901,ENSMUSG00000101046.1,0,0,0,0
902,ENSMUSG00000026031.15,309,541,905,841
903,ENSMUSG00000100236.1,0,0,1,0
904,ENSMUSG00000026029.14,52,123,200,211
905,ENSMUSG00000102719.1,1,2,4,2
906,ENSMUSG00000099719.1,1,0,0,2
907,ENSMUSG00000026028.12,3345,3885,5012,6254
908,ENSMUSG00000026027.13,1808,2217,2364,3421
909,ENSMUSG00000047383.7,2,5,1,3
910,ENSMUSG00000099752.1,0,0,0,0
911,ENSMUSG00000072295.5,2,3,3,6
912,ENSMUSG00000077616.1,0,0,0,0
913,ENSMUSG00000038079.14,502,644,960,1030
914,ENSMUSG00000097573.2,33,45,64,74
915,ENSMUSG00000079550.9,46,62,74,70
916,ENSMUSG00000101586.1,27,27,76,54
917,ENSMUSG00000099563.1,0,0,0,0
918,ENSMUSG00000026024.14,2246,2913,3558,4366
919,ENSMUSG00000026023.16,0,12,0,0
920,ENSMUSG00000099922.1,0,0,0,0
921,ENSMUSG00000104502.1,0,0,0,0
922,ENSMUSG00000041075.8,249,503,530,345
923,ENSMUSG00000097819.1,0,3,14,5
924,ENSMUSG00000047361.15,7,16,17,18
925,ENSMUSG00000099811.6,0,0,0,0
926,ENSMUSG00000101409.1,0,0,0,0
927,ENSMUSG00000026021.15,2029,2368,3973,4360
928,ENSMUSG00000089276.1,0,0,0,0
929,ENSMUSG00000103821.1,23,15,72,44
930,ENSMUSG00000101400.1,1,2,3,2
931,ENSMUSG00000026020.9,2842,3441,5420,6082
932,ENSMUSG00000077345.1,1,1,5,3
933,ENSMUSG00000077358.1,0,0,0,0
934,ENSMUSG00000089512.3,5,1,4,3
935,ENSMUSG00000089093.3,1,3,5,1
936,ENSMUSG00000067336.6,5627,6061,9956,10373
937,ENSMUSG00000104052.1,0,2,2,1
938,ENSMUSG00000103131.1,0,1,3,1
939,ENSMUSG00000041040.12,3996,4970,5529,7651
940,ENSMUSG00000103696.1,2,2,2,2
941,ENSMUSG00000100901.1,0,1,4,0
942,ENSMUSG00000026018.12,746,1286,1027,1509
943,ENSMUSG00000026019.15,1313,1640,2102,2684
944,ENSMUSG00000026017.13,449,603,732,872
945,ENSMUSG00000082609.1,1,7,10,16
946,ENSMUSG00000073664.11,1261,1680,2340,2113
947,ENSMUSG00000100516.1,0,0,0,0
948,ENSMUSG00000049439.13,385,429,768,1086
949,ENSMUSG00000103822.1,0,1,3,9
950,ENSMUSG00000026782.15,6275,7961,9666,11302
951,ENSMUSG00000026014.15,2364,3145,3363,4000
952,ENSMUSG00000081562.1,2,1,6,5
953,ENSMUSG00000084400.1,0,1,0,0
954,ENSMUSG00000082160.1,6,6,7,6
955,ENSMUSG00000103215.1,0,0,0,0
956,ENSMUSG00000088973.1,0,0,0,0
957,ENSMUSG00000084151.1,0,0,0,0
958,ENSMUSG00000101188.1,158,239,347,470
959,ENSMUSG00000026012.2,0,4,1,1
960,ENSMUSG00000086795.1,0,0,0,0
961,ENSMUSG00000085965.1,0,1,0,0
962,ENSMUSG00000104069.1,0,0,0,0
963,ENSMUSG00000083118.1,0,0,0,0
964,ENSMUSG00000083355.1,0,0,0,0
965,ENSMUSG00000102549.1,0,2,0,2
966,ENSMUSG00000026011.13,2,1,0,0
967,ENSMUSG00000081382.1,34,43,42,57
968,ENSMUSG00000080800.1,9,15,9,16
969,ENSMUSG00000026009.14,0,7,2,7
970,ENSMUSG00000102561.1,0,0,1,1
971,ENSMUSG00000082804.3,0,0,0,0
972,ENSMUSG00000082661.1,0,0,0,0
973,ENSMUSG00000080785.1,0,1,0,0
974,ENSMUSG00000100893.1,0,0,0,0
975,ENSMUSG00000085248.2,0,0,0,0
976,ENSMUSG00000085447.1,0,0,0,0
977,ENSMUSG00000086408.1,0,0,0,0
978,ENSMUSG00000089546.1,0,0,0,0
979,ENSMUSG00000100965.1,0,0,0,1
980,ENSMUSG00000102168.1,0,0,0,0
981,ENSMUSG00000100381.1,0,0,0,0
982,ENSMUSG00000086009.1,0,0,2,0
983,ENSMUSG00000052062.14,72,193,236,124
984,ENSMUSG00000103656.1,0,0,0,0
985,ENSMUSG00000104402.1,0,2,0,0
986,ENSMUSG00000104081.1,0,0,0,0
987,ENSMUSG00000085842.7,0,0,0,0
988,ENSMUSG00000103002.1,0,0,0,0
989,ENSMUSG00000100344.1,0,0,0,0
990,ENSMUSG00000101509.1,0,0,0,0
991,ENSMUSG00000085019.2,0,0,0,0
992,ENSMUSG00000102359.1,0,0,0,0
993,ENSMUSG00000085400.1,0,0,0,0
994,ENSMUSG00000100750.1,0,1,1,1
995,ENSMUSG00000081950.1,0,0,0,0
996,ENSMUSG00000084333.1,0,1,0,0
997,ENSMUSG00000025969.15,222,2949,859,629
998,ENSMUSG00000100811.1,0,0,0,0
999,ENSMUSG00000103032.1,3,29,25,16
1000,ENSMUSG00000100426.1,1,3,0,3
1001,ENSMUSG00000040865.15,1824,2052,3809,3597
1002,ENSMUSG00000104991.1,0,0,0,0
1003,ENSMUSG00000088953.1,0,0,0,0
1004,ENSMUSG00000081617.1,0,0,0,0
1005,ENSMUSG00000081429.1,0,1,6,6
1006,ENSMUSG00000084799.7,75,108,173,155
1007,ENSMUSG00000101599.1,160,173,367,313
1008,ENSMUSG00000025968.16,2183,2725,4150,5000
1009,ENSMUSG00000077884.2,0,0,2,3
1010,ENSMUSG00000025967.16,7709,9535,12145,16612
1011,ENSMUSG00000098850.1,0,0,0,0
1012,ENSMUSG00000064612.2,0,2,2,1
1013,ENSMUSG00000105060.1,0,0,0,0
1014,ENSMUSG00000064602.1,13,17,35,32
1015,ENSMUSG00000046856.13,3,9,5,13
1016,ENSMUSG00000094290.2,0,0,0,0
1017,ENSMUSG00000086730.2,0,0,0,0
1018,ENSMUSG00000102536.1,0,0,0,0
1019,ENSMUSG00000087561.7,0,0,0,0
1020,ENSMUSG00000092705.1,0,0,0,2
1021,ENSMUSG00000027520.15,585,927,1421,1326
1022,ENSMUSG00000094214.1,0,0,0,0
1023,ENSMUSG00000083039.1,0,0,0,0
1024,ENSMUSG00000081643.1,12,15,27,23
1025,ENSMUSG00000025964.15,1230,1381,1627,2258
1026,ENSMUSG00000087823.1,6,5,18,14
1027,ENSMUSG00000069085.5,0,0,0,0
1028,ENSMUSG00000083066.1,0,0,0,0
1029,ENSMUSG00000025963.5,1,3,3,7
1030,ENSMUSG00000025962.15,477,620,922,1049
1031,ENSMUSG00000025961.1,26,30,36,47
1032,ENSMUSG00000080817.1,0,0,0,0
1033,ENSMUSG00000082373.2,0,0,0,0
1034,ENSMUSG00000044689.5,9,55,2,19
1035,ENSMUSG00000025959.13,3802,4968,4996,6439
1036,ENSMUSG00000097272.1,0,0,0,0
1037,ENSMUSG00000098487.1,0,0,0,0
1038,ENSMUSG00000086836.1,0,0,1,2
1039,ENSMUSG00000086721.2,0,0,1,1
1040,ENSMUSG00000101895.1,1,1,1,0
1041,ENSMUSG00000093228.1,0,0,0,0
1042,ENSMUSG00000099658.1,0,0,0,0
1043,ENSMUSG00000025958.14,3914,4263,7627,8659
1044,ENSMUSG00000025956.10,344,354,613,647
1045,ENSMUSG00000101832.1,4,2,1,5
1046,ENSMUSG00000100437.1,0,0,1,0
1047,ENSMUSG00000087213.2,10,11,53,30
1048,ENSMUSG00000070871.10,912,774,1923,2151
1049,ENSMUSG00000045005.9,61,70,154,136
1050,ENSMUSG00000102140.1,3,3,10,5
1051,ENSMUSG00000051344.13,688,754,1308,1632
1052,ENSMUSG00000097264.1,0,0,0,3
1053,ENSMUSG00000084416.3,119,152,199,289
1054,ENSMUSG00000077471.1,0,0,0,0
1055,ENSMUSG00000025955.13,0,0,0,0
1056,ENSMUSG00000090042.1,0,0,0,0
1057,ENSMUSG00000070870.6,0,0,0,0
1058,ENSMUSG00000067299.11,0,0,0,0
1059,ENSMUSG00000025952.15,0,0,0,0
1060,ENSMUSG00000073658.4,0,0,0,0
1061,ENSMUSG00000100774.1,0,0,2,1
1062,ENSMUSG00000044429.8,0,0,0,0
1063,ENSMUSG00000100846.1,0,0,0,0
1064,ENSMUSG00000044816.10,14,27,10,22
1065,ENSMUSG00000025950.16,10260,12991,15376,21454
1066,ENSMUSG00000025949.15,2703,2937,4542,5199
1067,ENSMUSG00000025946.13,16,25,20,22
1068,ENSMUSG00000100503.1,0,0,0,0
1069,ENSMUSG00000100504.1,0,0,0,0
1070,ENSMUSG00000099383.1,0,0,0,0
1071,ENSMUSG00000100340.1,2,0,1,1
1072,ENSMUSG00000100439.1,0,0,0,0
1073,ENSMUSG00000099819.1,0,0,0,0
1074,ENSMUSG00000082565.1,0,0,0,0
1075,ENSMUSG00000082774.1,0,0,0,0
1076,ENSMUSG00000025945.11,0,0,0,0
1077,ENSMUSG00000081623.1,0,0,0,0
1078,ENSMUSG00000083242.1,0,0,0,2
1079,ENSMUSG00000083289.1,2,0,0,0
1080,ENSMUSG00000015222.17,57677,62429,82096,114414
1081,ENSMUSG00000088850.1,0,0,0,0
1082,ENSMUSG00000073656.4,7,4,29,20
1083,ENSMUSG00000065694.1,16,6,22,14
1084,ENSMUSG00000055567.16,448,509,508,843
1085,ENSMUSG00000103375.1,8,13,2,7
1086,ENSMUSG00000026005.15,385,526,869,856
1087,ENSMUSG00000026004.15,837,955,1626,1703
1088,ENSMUSG00000102559.1,42,30,72,66
1089,ENSMUSG00000102374.1,20,19,52,30
1090,ENSMUSG00000102776.1,23,26,90,68
1091,ENSMUSG00000082057.1,8,11,16,21
1092,ENSMUSG00000103706.1,0,0,0,0
1093,ENSMUSG00000103756.1,3,4,20,13
1094,ENSMUSG00000103382.1,49,39,71,69
1095,ENSMUSG00000103553.1,0,1,2,2
1096,ENSMUSG00000026003.5,281,589,622,611
1097,ENSMUSG00000082769.3,3,2,0,0
1098,ENSMUSG00000089420.2,0,2,0,0
1099,ENSMUSG00000077328.1,0,0,0,0
1100,ENSMUSG00000061816.15,1,0,0,1
1101,ENSMUSG00000094191.1,10,9,5,10
1102,ENSMUSG00000082212.1,0,0,0,0
1103,ENSMUSG00000026000.16,2011,2345,2883,3937
1104,ENSMUSG00000025991.8,9,11,15,18
1105,ENSMUSG00000086204.1,0,0,0,0
1106,ENSMUSG00000077745.1,0,0,0,0
1107,ENSMUSG00000082473.1,0,0,0,0
1108,ENSMUSG00000095282.1,0,0,0,0
1109,ENSMUSG00000085075.1,0,0,0,0
1110,ENSMUSG00000104395.1,0,0,0,0
1111,ENSMUSG00000096031.1,0,0,0,0
1112,ENSMUSG00000087329.3,0,0,0,0
1113,ENSMUSG00000062209.15,2447,3653,3615,4234
1114,ENSMUSG00000102449.1,0,0,0,0
1115,ENSMUSG00000083795.1,0,0,0,0
1116,ENSMUSG00000080539.1,0,0,0,0
1117,ENSMUSG00000103307.1,0,0,0,0
1118,ENSMUSG00000104508.1,0,0,0,0
1119,ENSMUSG00000103642.1,0,2,1,1
1120,ENSMUSG00000103809.1,0,0,0,0
1121,ENSMUSG00000087514.1,1,1,1,0
1122,ENSMUSG00000084332.1,0,1,0,0
1123,ENSMUSG00000101387.1,0,0,0,0
1124,ENSMUSG00000099804.1,0,0,0,0
1125,ENSMUSG00000100354.1,0,0,2,0
1126,ENSMUSG00000101156.1,0,0,1,0
1127,ENSMUSG00000025997.13,238,319,472,360
1128,ENSMUSG00000100815.1,0,0,0,0
1129,ENSMUSG00000099954.1,0,1,0,0
1130,ENSMUSG00000103402.1,0,0,0,0
1131,ENSMUSG00000053153.14,1,4,27,20
1132,ENSMUSG00000089345.1,0,0,0,0
1133,ENSMUSG00000080524.1,0,0,0,0
1134,ENSMUSG00000101730.1,0,0,0,0
1135,ENSMUSG00000103052.1,0,0,0,0
