,Geneid,Ctrl_1,Ctrl_2,Lhx2_HD_EnR_1,Lhx2_HD_EnR_2
20772,ENSMUSG00000100754.1,0,0,0,0
20773,ENSMUSG00000101065.1,0,0,0,0
20774,ENSMUSG00000099598.1,0,0,0,0
20775,ENSMUSG00000100734.1,0,0,0,0
20776,ENSMUSG00000102002.1,0,0,0,0
20777,ENSMUSG00000100639.1,0,0,0,0
20778,ENSMUSG00000101545.1,0,0,0,0
20779,ENSMUSG00000102041.1,0,0,0,0
20780,ENSMUSG00000094053.2,0,0,0,0
20781,ENSMUSG00000078759.3,0,0,0,0
20782,ENSMUSG00000101371.1,0,0,0,0
20783,ENSMUSG00000100517.1,0,0,0,0
20784,ENSMUSG00000099961.1,0,0,0,0
20785,ENSMUSG00000099612.1,0,0,0,0
20786,ENSMUSG00000099344.1,0,0,0,0
20787,ENSMUSG00000101807.1,0,0,0,0
20788,ENSMUSG00000101765.1,0,0,0,0
20789,ENSMUSG00000101270.1,0,0,0,0
20790,ENSMUSG00000101248.1,0,0,0,0
20791,ENSMUSG00000100926.1,0,0,0,0
20792,ENSMUSG00000101039.1,0,0,0,0
20793,ENSMUSG00000101777.1,0,0,0,0
20794,ENSMUSG00000101025.1,0,0,0,0
20795,ENSMUSG00000099396.1,0,0,0,0
20796,ENSMUSG00000099826.1,0,0,0,0
20797,ENSMUSG00000099581.1,0,0,0,0
20798,ENSMUSG00000101327.1,0,0,0,0
20799,ENSMUSG00000099673.1,0,0,0,0
20800,ENSMUSG00000098013.1,0,0,0,0
20801,ENSMUSG00000101824.1,0,0,0,0
20802,ENSMUSG00000101504.1,0,0,0,0
20803,ENSMUSG00000099729.1,0,0,0,0
20804,ENSMUSG00000101638.1,0,0,0,0
20805,ENSMUSG00000097982.1,0,0,0,0
20806,ENSMUSG00000101520.1,0,0,0,0
20807,ENSMUSG00000099394.1,0,0,0,0
20808,ENSMUSG00000100657.1,0,0,0,0
20809,ENSMUSG00000100513.1,0,0,0,0
20810,ENSMUSG00000078757.4,0,0,0,0
20811,ENSMUSG00000098185.1,0,0,0,0
20812,ENSMUSG00000100751.1,0,0,0,0
20813,ENSMUSG00000100386.1,0,0,0,0
20814,ENSMUSG00000100949.1,0,0,0,0
20815,ENSMUSG00000094827.3,0,0,0,0
20816,ENSMUSG00000098205.1,0,0,0,0
20817,ENSMUSG00000101312.1,0,0,0,0
20818,ENSMUSG00000099932.1,0,0,0,0
20819,ENSMUSG00000099905.1,0,0,0,0
20820,ENSMUSG00000096274.1,0,0,0,0
20821,ENSMUSG00000100613.1,0,0,0,0
20822,ENSMUSG00000100577.1,0,0,0,0
20823,ENSMUSG00000100903.1,0,0,0,0
20824,ENSMUSG00000097952.1,0,0,0,0
20825,ENSMUSG00000099549.1,0,0,0,0
20826,ENSMUSG00000099821.1,0,0,0,0
20827,ENSMUSG00000097972.1,0,0,0,0
20828,ENSMUSG00000101232.1,0,0,0,0
20829,ENSMUSG00000100443.1,0,0,0,0
20830,ENSMUSG00000101185.1,0,0,0,0
20831,ENSMUSG00000096142.1,0,0,0,0
20832,ENSMUSG00000100324.1,0,0,0,0
20833,ENSMUSG00000100471.1,0,0,0,0
20834,ENSMUSG00000101296.1,0,0,0,0
20835,ENSMUSG00000101486.1,0,0,0,0
20836,ENSMUSG00000101375.1,0,0,0,0
20837,ENSMUSG00000101974.1,0,0,0,0
20838,ENSMUSG00000098094.7,0,0,0,0
20839,ENSMUSG00000099898.1,0,0,0,0
20840,ENSMUSG00000101927.1,0,0,0,0
20841,ENSMUSG00000101137.1,0,0,0,0
20842,ENSMUSG00000101487.1,0,0,0,0
20843,ENSMUSG00000098044.1,0,1,0,0
20844,ENSMUSG00000100904.1,0,0,0,0
20845,ENSMUSG00000101427.1,0,0,0,0
20846,ENSMUSG00000100058.1,0,0,0,0
20847,ENSMUSG00000101401.1,0,0,0,0
20848,ENSMUSG00000096467.2,0,0,0,0
20849,ENSMUSG00000095232.2,0,0,0,0
20850,ENSMUSG00000096102.3,0,0,0,0
20851,ENSMUSG00000094305.1,0,0,0,0
20852,ENSMUSG00000094978.2,0,0,0,0
20853,ENSMUSG00000098080.1,0,0,1,0
20854,ENSMUSG00000101027.1,0,0,0,0
20855,ENSMUSG00000099578.1,0,0,0,0
20856,ENSMUSG00000101975.1,0,0,0,0
20857,ENSMUSG00000099900.1,0,0,0,0
20858,ENSMUSG00000095487.3,0,0,0,0
20859,ENSMUSG00000083568.3,0,0,0,0
20860,ENSMUSG00000081155.1,0,0,0,0
20861,ENSMUSG00000083381.1,0,0,0,0
20862,ENSMUSG00000079892.2,0,0,0,0
20863,ENSMUSG00000083896.8,0,0,0,0
20864,ENSMUSG00000079893.3,0,0,0,0
20865,ENSMUSG00000085312.1,0,0,0,0
20866,ENSMUSG00000094079.1,0,0,0,0
20867,ENSMUSG00000046438.5,0,0,0,0
20868,ENSMUSG00000078753.3,0,0,0,0
20869,ENSMUSG00000081714.1,0,0,0,0
20870,ENSMUSG00000101183.1,0,0,0,0
20871,ENSMUSG00000094428.1,0,0,0,0
20872,ENSMUSG00000081510.1,0,0,0,0
20873,ENSMUSG00000084296.1,0,0,0,0
20874,ENSMUSG00000100743.1,0,0,0,0
20875,ENSMUSG00000081317.1,1,2,3,1
20876,ENSMUSG00000101203.1,0,0,0,0
20877,ENSMUSG00000083085.2,0,0,0,0
20878,ENSMUSG00000066586.3,0,0,0,0
20879,ENSMUSG00000083942.4,0,0,0,0
20880,ENSMUSG00000101159.1,0,0,0,0
20881,ENSMUSG00000081962.1,0,0,0,0
20882,ENSMUSG00000081768.2,0,4,8,6
20883,ENSMUSG00000066584.10,0,0,0,0
20884,ENSMUSG00000066583.4,0,0,0,0
20885,ENSMUSG00000083434.1,0,0,0,0
20886,ENSMUSG00000080947.2,0,0,0,0
20887,ENSMUSG00000078752.3,7,6,3,5
20888,ENSMUSG00000036459.15,461,580,707,813
20889,ENSMUSG00000052997.15,4068,4301,7641,7915
20890,ENSMUSG00000081491.1,5,9,9,14
20891,ENSMUSG00000081161.1,3,2,0,10
20892,ENSMUSG00000002635.11,500,598,770,915
20893,ENSMUSG00000036427.5,4531,5118,7352,7248
20894,ENSMUSG00000097660.1,12,8,18,5
20895,ENSMUSG00000086526.2,2,3,1,0
20896,ENSMUSG00000085105.2,64,44,154,73
20897,ENSMUSG00000066571.13,1042,1319,1669,2183
20898,ENSMUSG00000108737.1,25,17,59,25
20899,ENSMUSG00000078380.1,5,3,9,6
20900,ENSMUSG00000066568.12,2258,2726,4616,4586
20901,ENSMUSG00000108447.1,13,8,27,19
20902,ENSMUSG00000082684.1,0,1,1,0
20903,ENSMUSG00000086184.1,0,1,2,0
20904,ENSMUSG00000108732.1,2,9,18,5
20905,ENSMUSG00000085124.1,0,0,0,0
20906,ENSMUSG00000081863.1,0,0,0,0
20907,ENSMUSG00000086631.2,9,16,19,22
20908,ENSMUSG00000108723.1,81,124,162,178
20909,ENSMUSG00000030499.9,2831,3013,4193,4942
20910,ENSMUSG00000085923.1,6,10,19,13
20911,ENSMUSG00000087127.1,3,2,3,4
20912,ENSMUSG00000060402.7,102,155,209,273
20913,ENSMUSG00000063931.14,562,844,858,1269
20914,ENSMUSG00000077469.1,0,0,0,0
20915,ENSMUSG00000056216.9,1876,1727,4096,3714
20916,ENSMUSG00000108486.1,13,8,36,18
20917,ENSMUSG00000108753.1,29,18,57,36
20918,ENSMUSG00000108333.1,1,1,4,1
20919,ENSMUSG00000108739.1,0,1,1,0
20920,ENSMUSG00000093153.1,0,0,0,0
20921,ENSMUSG00000108657.1,0,1,0,0
20922,ENSMUSG00000088799.1,0,0,0,0
20923,ENSMUSG00000108624.1,0,2,1,0
20924,ENSMUSG00000034957.10,13,47,87,75
20925,ENSMUSG00000108575.1,0,0,0,0
20926,ENSMUSG00000030495.12,80,144,105,108
20927,ENSMUSG00000001802.16,5365,6256,6706,10281
20928,ENSMUSG00000088307.1,0,1,0,0
20929,ENSMUSG00000063808.14,1014,949,1486,1688
20930,ENSMUSG00000108704.1,9,6,6,7
20931,ENSMUSG00000030494.13,32,59,48,70
20932,ENSMUSG00000030493.13,231,247,392,509
20933,ENSMUSG00000023072.14,766,728,1403,1260
20934,ENSMUSG00000100776.1,0,1,0,0
20935,ENSMUSG00000030492.16,0,1,0,1
20936,ENSMUSG00000030491.16,13,17,22,36
20937,ENSMUSG00000100068.1,0,1,2,1
20938,ENSMUSG00000034875.5,880,732,1318,1266
20939,ENSMUSG00000097509.1,11,4,10,11
20940,ENSMUSG00000056043.5,82,79,184,254
20941,ENSMUSG00000034867.16,1863,1830,3017,3101
20942,ENSMUSG00000030417.15,988,1358,2077,2200
20943,ENSMUSG00000043671.14,1828,1723,3596,3406
20944,ENSMUSG00000044452.10,1353,1263,2274,2608
20945,ENSMUSG00000096990.1,16,11,17,17
20946,ENSMUSG00000044997.3,2,0,1,1
20947,ENSMUSG00000100387.1,2,1,1,0
20948,ENSMUSG00000108711.1,0,0,0,0
20949,ENSMUSG00000066543.8,3,3,3,2
20950,ENSMUSG00000098016.1,0,0,0,0
20951,ENSMUSG00000093359.1,0,0,0,0
20952,ENSMUSG00000093216.1,0,0,0,0
20953,ENSMUSG00000101965.1,0,0,0,0
20954,ENSMUSG00000104330.1,29,17,28,32
20955,ENSMUSG00000021217.7,3562,2832,4695,5905
20956,ENSMUSG00000103882.1,5,2,2,5
20957,ENSMUSG00000102516.1,14,6,16,11
20958,ENSMUSG00000104420.1,13,2,11,13
20959,ENSMUSG00000104454.1,4,2,10,5
20960,ENSMUSG00000089273.1,0,1,1,0
20961,ENSMUSG00000101342.1,0,0,0,0
20962,ENSMUSG00000100616.1,0,0,0,0
20963,ENSMUSG00000100905.1,0,0,0,0
20964,ENSMUSG00000099715.2,3,2,1,1
20965,ENSMUSG00000108434.1,86,165,161,150
20966,ENSMUSG00000108507.1,0,0,0,0
20967,ENSMUSG00000108790.1,0,0,1,0
20968,ENSMUSG00000043456.16,381,585,1098,636
20969,ENSMUSG00000108330.1,0,0,1,0
20970,ENSMUSG00000108572.1,0,0,2,0
20971,ENSMUSG00000093540.2,0,0,0,1
20972,ENSMUSG00000064591.1,0,0,0,0
20973,ENSMUSG00000030421.9,1065,1214,2013,2179
20974,ENSMUSG00000108726.1,0,0,0,1
20975,ENSMUSG00000108334.1,0,0,0,0
20976,ENSMUSG00000002068.16,76,112,339,185
20977,ENSMUSG00000089230.1,0,0,0,0
20978,ENSMUSG00000108332.1,0,0,1,4
20979,ENSMUSG00000054676.15,251,322,602,736
20980,ENSMUSG00000074170.5,11,36,36,26
20981,ENSMUSG00000030423.7,393,439,717,2038
20982,ENSMUSG00000108749.1,1,1,0,0
20983,ENSMUSG00000101410.1,0,0,0,1
20984,ENSMUSG00000101548.1,0,0,0,0
20985,ENSMUSG00000100374.1,0,0,0,0
20986,ENSMUSG00000101708.6,0,0,0,0
20987,ENSMUSG00000094848.1,0,0,0,0
20988,ENSMUSG00000102073.1,0,0,0,0
20989,ENSMUSG00000099781.1,0,0,0,0
20990,ENSMUSG00000094920.2,0,0,0,0
20991,ENSMUSG00000099846.1,0,0,0,0
20992,ENSMUSG00000100169.1,3,0,1,0
20993,ENSMUSG00000060565.5,0,0,0,0
20994,ENSMUSG00000099765.1,0,0,0,0
20995,ENSMUSG00000101847.1,0,0,0,0
20996,ENSMUSG00000100810.1,0,0,0,0
20997,ENSMUSG00000095537.1,0,0,0,0
20998,ENSMUSG00000100841.1,0,0,0,0
20999,ENSMUSG00000094233.2,0,0,0,0
21000,ENSMUSG00000100788.1,0,0,0,0
21001,ENSMUSG00000099772.1,0,0,0,0
21002,ENSMUSG00000101855.1,0,0,0,0
21003,ENSMUSG00000094419.1,0,0,0,0
21004,ENSMUSG00000101470.1,0,0,0,0
21005,ENSMUSG00000099981.1,0,0,0,0
21006,ENSMUSG00000096277.2,0,0,0,0
21007,ENSMUSG00000101023.1,0,0,0,0
21008,ENSMUSG00000095053.1,0,0,0,0
21009,ENSMUSG00000101035.1,0,0,0,0
21010,ENSMUSG00000101703.1,0,0,0,0
21011,ENSMUSG00000101454.1,0,0,0,0
21012,ENSMUSG00000102017.1,0,0,0,0
21013,ENSMUSG00000097653.2,0,0,0,0
21014,ENSMUSG00000099951.1,0,0,0,0
21015,ENSMUSG00000096181.1,0,0,0,0
21016,ENSMUSG00000100112.1,0,0,0,0
21017,ENSMUSG00000100721.1,0,0,0,0
21018,ENSMUSG00000053742.8,1,0,0,0
21019,ENSMUSG00000098777.1,0,0,0,0
21020,ENSMUSG00000046372.4,8,17,17,16
21021,ENSMUSG00000030424.15,350,466,635,762
21022,ENSMUSG00000100490.1,11,15,20,56
21023,ENSMUSG00000068959.6,354,423,513,739
21024,ENSMUSG00000104150.2,0,0,1,7
21025,ENSMUSG00000108621.1,2558,3113,5321,5366
21026,ENSMUSG00000099934.1,9,6,7,6
21027,ENSMUSG00000096980.1,17,16,22,22
21028,ENSMUSG00000074903.5,0,0,0,0
21029,ENSMUSG00000070236.1,0,0,0,0
21030,ENSMUSG00000100912.1,0,0,0,0
21031,ENSMUSG00000101901.1,0,0,0,0
21032,ENSMUSG00000110135.1,0,0,0,0
21033,ENSMUSG00000102085.2,0,0,0,0
21034,ENSMUSG00000100431.2,0,0,0,1
21035,ENSMUSG00000102227.1,0,3,0,0
21036,ENSMUSG00000109083.2,1,2,3,11
21037,ENSMUSG00000102464.2,0,0,0,0
21038,ENSMUSG00000056836.8,3,2,5,7
21039,ENSMUSG00000101153.1,0,0,1,0
21040,ENSMUSG00000087914.1,0,0,0,0
21041,ENSMUSG00000100650.1,0,0,0,0
21042,ENSMUSG00000102004.3,0,0,0,0
21043,ENSMUSG00000100600.6,128,221,322,620
21044,ENSMUSG00000108672.1,1,0,1,0
21045,ENSMUSG00000101643.1,28,34,79,109
21046,ENSMUSG00000084473.1,0,0,2,0
21047,ENSMUSG00000039257.11,321,589,532,1208
21048,ENSMUSG00000099768.1,0,0,0,0
21049,ENSMUSG00000091692.2,0,0,0,0
21050,ENSMUSG00000108397.1,0,0,0,0
21051,ENSMUSG00000108364.1,0,0,0,0
21052,ENSMUSG00000048312.7,0,0,0,0
21053,ENSMUSG00000100732.1,0,0,0,0
21054,ENSMUSG00000108661.1,0,0,0,0
21055,ENSMUSG00000108490.1,0,0,0,0
21056,ENSMUSG00000102113.1,0,0,0,0
21057,ENSMUSG00000108619.1,0,0,0,0
21058,ENSMUSG00000101195.1,0,0,0,0
21059,ENSMUSG00000101650.1,0,0,0,0
21060,ENSMUSG00000108754.1,0,0,0,0
21061,ENSMUSG00000072259.3,0,0,1,0
21062,ENSMUSG00000078737.3,0,0,0,0
21063,ENSMUSG00000100376.1,0,0,0,0
21064,ENSMUSG00000099657.2,0,0,0,0
21065,ENSMUSG00000099979.1,8,3,8,8
21066,ENSMUSG00000108395.1,0,0,0,0
21067,ENSMUSG00000101196.2,0,0,0,0
21068,ENSMUSG00000108779.1,0,0,0,0
21069,ENSMUSG00000049062.3,0,0,0,0
21070,ENSMUSG00000108340.1,0,0,0,0
21071,ENSMUSG00000099511.1,0,0,0,0
21072,ENSMUSG00000092031.1,0,0,0,0
21073,ENSMUSG00000101449.1,2,3,4,3
21074,ENSMUSG00000082080.3,0,0,0,0
21075,ENSMUSG00000056383.10,121,196,273,268
21076,ENSMUSG00000091864.1,17,54,18,36
21077,ENSMUSG00000092592.1,2,2,9,5
21078,ENSMUSG00000066537.4,0,0,0,0
21079,ENSMUSG00000108312.1,1,1,2,4
21080,ENSMUSG00000074166.7,60,132,159,131
21081,ENSMUSG00000083500.1,2,0,0,3
21082,ENSMUSG00000090744.7,0,0,0,0
21083,ENSMUSG00000090341.1,0,0,0,0
21084,ENSMUSG00000108482.1,0,0,0,0
21085,ENSMUSG00000091474.2,956,1047,1750,1942
21086,ENSMUSG00000074165.10,1331,1540,2288,2626
21087,ENSMUSG00000091401.1,0,6,7,2
21088,ENSMUSG00000074164.12,0,0,0,0
21089,ENSMUSG00000091004.2,1,1,2,4
21090,ENSMUSG00000092193.1,0,0,0,1
21091,ENSMUSG00000092538.1,0,0,1,0
21092,ENSMUSG00000092451.3,0,0,0,0
21093,ENSMUSG00000090383.1,0,0,0,0
21094,ENSMUSG00000092328.1,0,0,0,0
21095,ENSMUSG00000092032.1,0,0,0,0
21096,ENSMUSG00000092281.1,31,31,1062,864
21097,ENSMUSG00000083623.1,7,21,14,17
21098,ENSMUSG00000048574.9,8,2,13,5
21099,ENSMUSG00000090619.1,0,0,0,0
21100,ENSMUSG00000092257.1,1,6,3,2
21101,ENSMUSG00000108562.1,1,0,0,1
21102,ENSMUSG00000090967.2,0,0,0,0
21103,ENSMUSG00000092370.1,0,0,0,0
21104,ENSMUSG00000092411.1,0,0,0,0
21105,ENSMUSG00000092382.1,0,0,0,0
21106,ENSMUSG00000070621.3,0,0,0,0
21107,ENSMUSG00000030463.5,1,0,0,0
21108,ENSMUSG00000092301.1,1,0,2,1
21109,ENSMUSG00000092416.2,1008,1046,1685,1954
21110,ENSMUSG00000092505.1,10,10,21,24
21111,ENSMUSG00000108491.1,0,0,1,0
21112,ENSMUSG00000108446.1,40,36,46,90
21113,ENSMUSG00000094462.1,0,4,1,4
21114,ENSMUSG00000092335.1,28,41,52,96
21115,ENSMUSG00000076180.1,0,0,1,0
21116,ENSMUSG00000074158.9,209,171,321,500
21117,ENSMUSG00000069727.5,171,216,305,472
21118,ENSMUSG00000091594.2,0,0,1,0
21119,ENSMUSG00000092554.1,0,0,1,0
21120,ENSMUSG00000092238.1,0,0,0,0
21121,ENSMUSG00000091926.2,0,1,0,0
21122,ENSMUSG00000092225.1,0,0,0,2
21123,ENSMUSG00000092191.1,0,0,0,0
21124,ENSMUSG00000090751.1,0,0,0,0
21125,ENSMUSG00000080892.1,0,0,0,0
21126,ENSMUSG00000044609.6,54,65,98,109
21127,ENSMUSG00000076190.1,0,0,0,0
21128,ENSMUSG00000091528.8,0,0,0,0
21129,ENSMUSG00000108666.1,0,0,0,0
21130,ENSMUSG00000107181.1,0,0,0,0
21131,ENSMUSG00000108492.1,0,0,0,0
21132,ENSMUSG00000071952.3,0,0,0,0
21133,ENSMUSG00000064194.10,1,0,0,2
21134,ENSMUSG00000077022.1,0,0,0,0
21135,ENSMUSG00000074887.4,0,0,1,0
21136,ENSMUSG00000012640.16,1196,1692,1636,2393
21137,ENSMUSG00000108300.1,0,0,0,0
21138,ENSMUSG00000039013.16,1,2,3,12
21139,ENSMUSG00000070606.4,0,0,0,0
21140,ENSMUSG00000108775.1,0,0,0,0
21141,ENSMUSG00000030468.12,0,0,0,0
21142,ENSMUSG00000097437.2,0,0,0,0
21143,ENSMUSG00000093639.2,0,0,0,0
21144,ENSMUSG00000004613.7,0,0,0,0
21145,ENSMUSG00000004612.9,0,0,0,0
21146,ENSMUSG00000038973.2,3,4,3,8
21147,ENSMUSG00000004610.4,51,77,114,137
21148,ENSMUSG00000107482.2,0,0,1,0
21149,ENSMUSG00000108618.1,0,6,7,9
21150,ENSMUSG00000099210.1,1,0,0,1
21151,ENSMUSG00000070604.5,80,145,168,172
21152,ENSMUSG00000013367.5,2389,2369,3563,4813
21153,ENSMUSG00000013353.10,0,0,0,0
21154,ENSMUSG00000108438.1,3,6,10,8
21155,ENSMUSG00000108695.1,0,0,0,0
21156,ENSMUSG00000004609.11,41,104,147,224
21157,ENSMUSG00000108411.1,0,0,0,0
21158,ENSMUSG00000056592.14,858,918,1453,1727
21159,ENSMUSG00000030469.10,657,862,1006,1396
21160,ENSMUSG00000055102.15,3,1,7,2
21161,ENSMUSG00000030472.9,0,1,0,0
21162,ENSMUSG00000030474.9,2,7,80,4
21163,ENSMUSG00000108783.1,0,0,0,0
21164,ENSMUSG00000038888.8,794,889,1110,1668
21165,ENSMUSG00000044737.6,0,1,4,3
21166,ENSMUSG00000108734.1,0,0,0,0
21167,ENSMUSG00000097178.7,46,122,14,49
21168,ENSMUSG00000054046.7,1,11,3,9
21169,ENSMUSG00000108588.1,1,0,0,0
21170,ENSMUSG00000044430.11,14,20,4,7
21171,ENSMUSG00000067616.11,10,13,9,5
21172,ENSMUSG00000030693.10,2,16,1,7
21173,ENSMUSG00000047884.6,18,23,7,13
21174,ENSMUSG00000064023.4,83,173,58,131
21175,ENSMUSG00000030713.6,5,10,0,6
21176,ENSMUSG00000050063.18,0,0,0,0
21177,ENSMUSG00000074155.2,0,0,0,0
21178,ENSMUSG00000108781.1,0,0,0,0
21179,ENSMUSG00000108527.1,0,0,0,0
21180,ENSMUSG00000006948.7,0,0,0,0
21181,ENSMUSG00000108444.1,0,0,0,0
21182,ENSMUSG00000055193.4,0,0,0,0
21183,ENSMUSG00000108432.1,0,0,0,0
21184,ENSMUSG00000060161.9,0,0,0,0
21185,ENSMUSG00000108323.1,0,0,0,0
21186,ENSMUSG00000063089.4,0,0,0,0
21187,ENSMUSG00000108651.1,0,0,0,0
21188,ENSMUSG00000063133.2,0,0,0,0
21189,ENSMUSG00000108746.1,0,0,0,0
21190,ENSMUSG00000059042.3,0,0,0,0
21191,ENSMUSG00000108730.1,0,0,0,0
21192,ENSMUSG00000108602.1,0,0,0,0
21193,ENSMUSG00000044485.4,0,0,0,0
21194,ENSMUSG00000108794.1,0,0,0,0
21195,ENSMUSG00000108539.1,0,0,0,0
21196,ENSMUSG00000053719.10,0,0,0,0
21197,ENSMUSG00000108759.1,0,0,0,0
21198,ENSMUSG00000108339.1,0,0,0,0
21199,ENSMUSG00000108328.1,0,0,0,0
21200,ENSMUSG00000108440.1,0,0,0,0
21201,ENSMUSG00000063177.6,0,0,0,0
21202,ENSMUSG00000108538.1,0,0,0,0
21203,ENSMUSG00000108400.1,0,0,0,0
21204,ENSMUSG00000108498.1,0,0,0,0
21205,ENSMUSG00000108406.1,0,0,0,0
21206,ENSMUSG00000108517.1,0,0,0,0
21207,ENSMUSG00000066516.5,0,0,0,0
21208,ENSMUSG00000108301.1,0,0,0,0
21209,ENSMUSG00000060177.6,0,0,0,0
21210,ENSMUSG00000108796.1,0,0,0,0
21211,ENSMUSG00000108403.1,0,0,0,0
21212,ENSMUSG00000108797.1,0,0,0,0
21213,ENSMUSG00000038968.3,0,0,0,0
21214,ENSMUSG00000108774.1,0,0,0,0
21215,ENSMUSG00000063713.7,0,0,0,0
21216,ENSMUSG00000108727.1,0,0,1,0
21217,ENSMUSG00000066515.3,0,0,0,0
21218,ENSMUSG00000108459.1,0,0,0,2
21219,ENSMUSG00000066513.4,0,1,0,0
21220,ENSMUSG00000108679.1,0,0,0,0
21221,ENSMUSG00000066512.3,1,1,0,0
21222,ENSMUSG00000062073.6,7,8,12,13
21223,ENSMUSG00000063903.5,2,0,1,2
21224,ENSMUSG00000038782.6,18,18,24,33
21225,ENSMUSG00000108622.1,6,1,10,1
21226,ENSMUSG00000088439.1,1,1,0,2
21227,ENSMUSG00000045411.16,3867,4308,5608,6948
21228,ENSMUSG00000101166.6,6,18,22,25
21229,ENSMUSG00000080352.1,0,0,0,0
21230,ENSMUSG00000096296.1,33,35,56,63
21231,ENSMUSG00000095472.1,0,0,0,0
21232,ENSMUSG00000080683.1,0,0,0,0
21233,ENSMUSG00000012777.14,2,2,9,12
21234,ENSMUSG00000087376.3,0,0,0,0
21235,ENSMUSG00000108705.1,1,3,1,2
21236,ENSMUSG00000108343.1,0,0,1,0
21237,ENSMUSG00000108512.1,1,0,1,2
21238,ENSMUSG00000004473.10,53,76,85,90
21239,ENSMUSG00000038738.15,11114,11264,11575,18788
21240,ENSMUSG00000108719.1,0,1,2,0
21241,ENSMUSG00000008028.15,14,14,30,36
21242,ENSMUSG00000108509.1,0,3,1,0
21243,ENSMUSG00000030731.13,711,896,920,1229
21244,ENSMUSG00000108372.1,25,31,44,57
21245,ENSMUSG00000047085.14,6098,7445,7828,10900
21246,ENSMUSG00000038704.11,116,124,120,195
21247,ENSMUSG00000038695.13,494,543,716,864
21248,ENSMUSG00000098661.1,9,11,11,14
21249,ENSMUSG00000108322.1,2,3,0,4
21250,ENSMUSG00000008140.17,2278,2608,3464,4630
21251,ENSMUSG00000051113.9,78,78,160,134
21252,ENSMUSG00000108607.2,11,7,19,16
21253,ENSMUSG00000038670.11,2,8,9,8
21254,ENSMUSG00000008193.13,0,0,5,1
21255,ENSMUSG00000038644.14,535,515,1521,1081
21256,ENSMUSG00000099330.1,1,0,1,0
21257,ENSMUSG00000109236.1,1,0,0,0
21258,ENSMUSG00000060601.13,1175,1158,1847,1844
21259,ENSMUSG00000002204.9,72,64,54,90
21260,ENSMUSG00000109491.1,8,3,5,2
21261,ENSMUSG00000062785.14,705,732,886,1106
21262,ENSMUSG00000108832.1,11,4,12,11
21263,ENSMUSG00000030739.18,60,48,169,195
21264,ENSMUSG00000109352.1,0,0,0,1
21265,ENSMUSG00000070574.2,1,0,2,0
21266,ENSMUSG00000066500.5,0,0,0,0
21267,ENSMUSG00000048012.19,70,78,123,73
21268,ENSMUSG00000002205.16,501,567,1033,1039
21269,ENSMUSG00000109227.1,0,0,0,0
21270,ENSMUSG00000038539.15,319,434,982,562
21271,ENSMUSG00000109511.1,1315,1662,2216,2551
21272,ENSMUSG00000074141.13,6,3,3,4
21273,ENSMUSG00000038520.15,1646,1648,2292,2842
21274,ENSMUSG00000011096.17,1458,1558,2336,2972
21275,ENSMUSG00000076051.1,0,0,0,0
21276,ENSMUSG00000002963.17,396,492,785,942
21277,ENSMUSG00000038502.16,8850,8853,13731,16175
21278,ENSMUSG00000002968.8,2835,3019,4474,4912
21279,ENSMUSG00000109198.1,24,21,47,26
21280,ENSMUSG00000011658.15,211,268,371,379
21281,ENSMUSG00000060279.14,3665,4165,5169,6647
21282,ENSMUSG00000059891.14,0,2,3,1
21283,ENSMUSG00000007783.9,1547,1506,2213,2529
21284,ENSMUSG00000109111.1,9,9,11,6
21285,ENSMUSG00000109324.1,6206,7049,10120,13146
21286,ENSMUSG00000087138.1,102,91,244,306
21287,ENSMUSG00000003190.12,38,74,203,96
21288,ENSMUSG00000003184.15,755,873,1247,1136
21289,ENSMUSG00000038406.17,5390,5764,7887,9348
21290,ENSMUSG00000098839.1,5,1,9,0
21291,ENSMUSG00000038387.9,59,94,152,146
21292,ENSMUSG00000046574.8,3618,3795,5114,5882
21293,ENSMUSG00000007837.11,153,157,198,256
21294,ENSMUSG00000003421.13,910,1177,1569,1928
21295,ENSMUSG00000019539.11,197,508,486,381
21296,ENSMUSG00000109947.1,0,0,0,0
21297,ENSMUSG00000003420.8,51,451,133,176
21298,ENSMUSG00000065495.1,0,0,0,0
21299,ENSMUSG00000110279.1,27,23,20,47
21300,ENSMUSG00000003429.11,5682,6256,10180,12767
21301,ENSMUSG00000064767.1,0,0,0,0
21302,ENSMUSG00000074129.13,831,834,1661,2210
21303,ENSMUSG00000089989.10,0,0,0,0
21304,ENSMUSG00000065818.1,5,6,16,14
21305,ENSMUSG00000065878.1,5,7,11,16
21306,ENSMUSG00000065628.1,0,0,0,0
21307,ENSMUSG00000105913.1,0,0,0,0
21308,ENSMUSG00000065219.1,15,11,28,19
21309,ENSMUSG00000110206.1,13,35,39,38
21310,ENSMUSG00000007833.15,296,334,751,752
21311,ENSMUSG00000003423.15,1209,1548,1738,2225
21312,ENSMUSG00000070570.5,1858,2073,2029,2915
21313,ENSMUSG00000106470.1,0,0,0,0
21314,ENSMUSG00000095276.2,5,3,0,4
21315,ENSMUSG00000038300.6,1,1,2,3
21316,ENSMUSG00000038292.14,19,32,25,57
21317,ENSMUSG00000030792.8,7,24,9,12
21318,ENSMUSG00000030796.17,765,1030,3889,1808
21319,ENSMUSG00000030798.15,14,26,66,41
21320,ENSMUSG00000094152.4,9,13,13,226
21321,ENSMUSG00000088281.1,0,0,0,0
